,Unnamed: 0,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,year,month,day,discount,competitor_price,price_elasticity,order_days,ship_days
2395,2395,2396,CA-2016-137897,2016-11-14,2016-11-19,3,PJ-18835,Patrick Jones,1,0,327,30,10035.0,1,TEC-AC-10001267,2,0,912,59.9,2016,11,14,0.2089127473644652,57.07164225862368,1.0495580226789245,681,682
2396,2396,2397,CA-2016-137897,2016-11-14,2016-11-19,3,PJ-18835,Patrick Jones,1,0,327,30,10035.0,1,OFF-PA-10004041,1,12,928,37.0,2016,11,14,0.1236421299790819,34.61195735959224,1.0689947296420654,681,682
2397,2397,2398,CA-2018-169264,2018-08-14,2018-08-16,2,NP-18700,Nora Preis,0,0,436,3,94109.0,3,OFF-LA-10001613,1,10,242,5.76,2018,8,14,0.1048859081042846,5.768241858288434,0.9985711663118648,1319,1317
2398,2398,2399,CA-2018-169264,2018-08-14,2018-08-16,2,NP-18700,Nora Preis,0,0,436,3,94109.0,3,OFF-AR-10000246,1,2,1123,16.68,2018,8,14,0.0500248054220249,16.474392833308762,1.0124804093705675,1319,1317
2399,2399,2400,CA-2018-147361,2018-09-09,2018-09-15,3,SB-20290,Sean Braxton,1,0,151,38,29501.0,2,OFF-ST-10001809,1,14,646,628.81,2018,9,9,0.2833637515151773,669.469326478725,0.939266333989363,1345,1347
2400,2400,2401,CA-2018-147361,2018-09-09,2018-09-15,3,SB-20290,Sean Braxton,1,0,151,38,29501.0,2,OFF-ST-10002214,1,14,1658,56.45,2018,9,9,0.0886270456703553,61.09301794815769,0.924000841600301,1345,1347
2401,2401,2402,CA-2018-145877,2018-04-01,2018-04-04,2,AS-10090,Adam Shillingsburg,0,0,462,23,65807.0,0,OFF-ST-10000649,1,14,796,94.2,2018,4,1,0.2229342810894255,102.6961265611086,0.9172692598483444,1184,1183
2402,2402,2403,CA-2018-145877,2018-04-01,2018-04-04,2,AS-10090,Adam Shillingsburg,0,0,462,23,65807.0,0,OFF-EN-10001990,1,7,1492,28.4,2018,4,1,0.2943565160001757,27.862523486779786,1.0192903027421487,1184,1183
2403,2403,2404,US-2017-110170,2017-09-27,2017-10-03,3,HM-14860,Harry Marie,1,0,209,41,77340.0,0,FUR-BO-10000780,0,4,1191,956.6648,2017,9,27,0.1605730759725727,963.3919636614668,0.9930172101125908,998,1000
2404,2404,2405,CA-2018-108574,2018-10-07,2018-10-11,3,MG-18145,Mike Gockenbach,0,0,265,3,90045.0,3,TEC-AC-10002049,2,0,998,1115.91,2018,10,7,0.1829077971159918,1185.908417311639,0.9409748541372868,1373,1373
2405,2405,2406,CA-2018-108574,2018-10-07,2018-10-11,3,MG-18145,Mike Gockenbach,0,0,265,3,90045.0,3,TEC-PH-10003555,2,13,1098,128.744,2018,10,7,0.2450792374895056,135.42396269407337,0.950673702340526,1373,1373
2406,2406,2407,CA-2018-108574,2018-10-07,2018-10-11,3,MG-18145,Mike Gockenbach,0,0,265,3,90045.0,3,TEC-PH-10000702,2,13,1483,79.92,2018,10,7,0.181888135560026,77.81963389552716,1.0269901822886058,1373,1373
2407,2407,2408,CA-2018-144589,2018-01-20,2018-01-25,3,TM-21010,Tamara Manning,0,0,436,3,94122.0,3,OFF-AR-10003631,1,2,1499,24.2,2018,1,20,0.1852613973990207,24.47704983280988,0.9886812408071124,1113,1114
2408,2408,2409,CA-2018-144589,2018-01-20,2018-01-25,3,TM-21010,Tamara Manning,0,0,436,3,94122.0,3,TEC-PH-10003072,2,13,1242,359.976,2018,1,20,0.1076844317537146,326.9012851517218,1.101176460144314,1113,1114
2409,2409,2410,CA-2018-155985,2018-03-23,2018-03-25,0,BE-11335,Bill Eplett,2,0,436,3,94122.0,3,FUR-FU-10000758,0,9,488,211.84,2018,3,23,0.1982650802875883,201.20424194087477,1.052860506103299,1175,1173
2410,2410,2411,CA-2015-162684,2015-08-01,2015-08-06,3,AS-10630,Ann Steele,2,0,372,36,19120.0,1,OFF-FA-10000992,1,8,56,5.68,2015,8,1,0.2564793306872638,6.066141590987532,0.9363447777807852,210,211
2411,2411,2412,CA-2016-142041,2016-06-07,2016-06-09,2,EM-13810,Eleni McCrary,1,0,265,3,90036.0,3,OFF-BI-10004187,1,3,16,7.52,2016,6,7,0.2186300168981056,8.022862934362934,0.9373212606924756,521,519
2412,2412,2413,CA-2015-151295,2015-11-12,2015-11-16,3,JA-15970,Joseph Airdo,0,0,265,3,90045.0,3,OFF-PA-10001947,1,12,1763,11.96,2015,11,12,0.2553854700560413,10.824429304028143,1.104908135484729,313,313
2413,2413,2414,CA-2015-151295,2015-11-12,2015-11-16,3,JA-15970,Joseph Airdo,0,0,265,3,90045.0,3,FUR-TA-10002356,0,16,319,629.064,2015,11,12,0.2131062415064075,607.4149557288243,1.0356412763087128,313,313
2414,2414,2415,CA-2017-156300,2017-12-29,2018-01-02,3,TB-21595,Troy Blackwell,0,0,297,47,53209.0,0,FUR-CH-10001714,0,5,756,754.45,2017,12,29,0.1645997648626522,800.7363231348911,0.9421952997540068,1091,1091
2415,2415,2416,CA-2016-146087,2016-07-06,2016-07-11,3,PP-18955,Paul Prost,2,0,203,19,1040.0,1,FUR-BO-10002824,0,4,384,301.96,2016,7,6,0.0965674476033771,312.3139413259645,0.966847649253166,550,551
2416,2416,2417,CA-2018-168655,2018-10-12,2018-10-18,3,ML-18040,Michelle Lonsdale,1,0,3,29,87105.0,3,TEC-AC-10002842,2,0,1605,595.0,2018,10,12,0.2292811225333758,629.5925381600288,0.9450556732118764,1378,1380
2417,2417,2418,CA-2018-168655,2018-10-12,2018-10-18,3,ML-18040,Michelle Lonsdale,1,0,3,29,87105.0,3,OFF-BI-10002082,1,3,712,79.872,2018,10,12,0.2042820583558925,73.91130742933738,1.0806465583951592,1378,1380
2418,2418,2419,CA-2017-107202,2017-05-21,2017-05-28,3,LC-16930,Linda Cazamias,1,0,459,26,89431.0,3,TEC-MA-10000112,2,11,1233,2396.4,2017,5,21,0.2671088474132032,2368.424053935864,1.0118120511475324,869,872
2419,2419,2420,CA-2018-159597,2018-11-09,2018-11-14,3,MC-17590,Matt Collister,1,0,90,3,92236.0,3,OFF-ST-10002289,1,14,1385,63.56,2018,11,9,0.0961416123554669,69.83149613333137,0.9101910100657586,1406,1407
2420,2420,2421,CA-2018-159597,2018-11-09,2018-11-14,3,MC-17590,Matt Collister,1,0,90,3,92236.0,3,TEC-AC-10004171,2,0,1326,99.99,2018,11,9,0.1500669984732934,92.45196290049498,1.081534635534111,1406,1407
2421,2421,2422,CA-2017-155551,2017-04-18,2017-04-23,3,CR-12580,Clay Rozendal,2,0,139,11,60126.0,0,OFF-ST-10003656,1,14,1380,230.376,2017,4,18,0.1434926338730811,245.75794616398963,0.9374101777619612,836,837
2422,2422,2423,CA-2017-155551,2017-04-18,2017-04-23,3,CR-12580,Clay Rozendal,2,0,139,11,60126.0,0,OFF-PA-10001560,1,12,110,9.664,2017,4,18,0.2383253558787374,10.579935328820032,0.9134271334981604,836,837
2423,2423,2424,US-2018-147669,2018-12-25,2018-12-30,3,SV-20935,Susan Vittorini,0,0,147,33,45014.0,1,TEC-AC-10002473,2,0,1052,158.928,2018,12,25,0.1203858128647658,164.35284749599077,0.966992677165979,1452,1453
2424,2424,2425,US-2018-147669,2018-12-25,2018-12-30,3,SV-20935,Susan Vittorini,0,0,147,33,45014.0,1,OFF-BI-10000632,1,3,1418,13.023,2018,12,25,0.0642063385757018,12.210622118738955,1.0665304251791017,1452,1453
2425,2425,2426,US-2018-147669,2018-12-25,2018-12-30,3,SV-20935,Susan Vittorini,0,0,147,33,45014.0,1,FUR-TA-10002645,0,16,854,273.06,2018,12,25,0.2666781768649909,256.6510132806114,1.0639350163073298,1452,1453
2426,2426,2427,US-2018-147669,2018-12-25,2018-12-30,3,SV-20935,Susan Vittorini,0,0,147,33,45014.0,1,OFF-FA-10002975,1,8,1498,39.312,2018,12,25,0.1268958675777717,40.58108794039384,0.9687271089858924,1452,1453
2427,2427,2428,CA-2017-169922,2017-06-11,2017-06-17,3,MZ-17515,Mary Zewe,1,0,16,41,76017.0,0,OFF-BI-10003784,1,3,462,1.344,2017,6,11,0.2194477679440952,1.4245302405959022,0.943468914663254,890,892
2428,2428,2429,CA-2017-169922,2017-06-11,2017-06-17,3,MZ-17515,Mary Zewe,1,0,16,41,76017.0,0,OFF-BI-10001617,1,3,720,8.272,2017,6,11,0.0794141990481233,8.644591240872153,0.956898917428216,890,892
2429,2429,2430,CA-2017-169922,2017-06-11,2017-06-17,3,MZ-17515,Mary Zewe,1,0,16,41,76017.0,0,FUR-FU-10004415,0,9,1486,12.544,2017,6,11,0.0857698468147634,13.134977972097047,0.9550073115194806,890,892
2430,2430,2431,CA-2018-100748,2018-05-13,2018-05-20,3,RB-19795,Ross Baird,2,0,436,3,94110.0,3,OFF-LA-10000240,1,10,1432,58.48,2018,5,13,0.2250357886117557,64.19276747363509,0.911006057248094,1226,1229
2431,2431,2432,CA-2018-129805,2018-12-28,2019-01-02,3,HM-14860,Harry Marie,1,0,450,45,98103.0,3,FUR-FU-10001935,0,9,21,7.4,2018,12,28,0.2611136531020464,7.137156467434192,1.0368274863757192,1455,1456
2432,2432,2433,CA-2015-148586,2015-03-25,2015-04-01,3,AZ-10750,Annie Zypern,0,0,327,30,10009.0,1,FUR-CH-10002439,0,5,905,366.786,2015,3,25,0.1409471426057855,341.8836721990278,1.07283859928378,81,84
2433,2433,2434,US-2018-112613,2018-05-28,2018-06-01,3,JH-15910,Jonathan Howell,0,0,207,41,77070.0,0,TEC-PH-10001536,2,13,1479,54.368,2018,5,28,0.1574184589058961,55.70959865470167,0.9759179982067876,1241,1241
2434,2434,2435,CA-2016-154746,2016-11-14,2016-11-17,0,PJ-18835,Patrick Jones,1,0,462,44,22153.0,2,OFF-EN-10001532,1,7,373,33.96,2016,11,14,0.2997014871179128,32.92259895346237,1.03151030233075,681,680
2435,2435,2436,CA-2016-154746,2016-11-14,2016-11-17,0,PJ-18835,Patrick Jones,1,0,462,44,22153.0,2,OFF-AP-10003057,1,1,857,826.11,2016,11,14,0.1303967995196752,784.606245855844,1.052897557677334,681,680
2436,2436,2437,CA-2018-140053,2018-07-03,2018-07-10,3,CA-12265,Christina Anderson,0,0,149,29,87401.0,3,FUR-FU-10003708,0,9,1545,545.85,2018,7,3,0.2787828059145952,581.477125458131,0.9387299621974616,1277,1280
2437,2437,2438,CA-2015-164210,2015-11-18,2015-11-20,2,PW-19240,Pierre Wener,0,0,266,4,80027.0,3,FUR-TA-10000849,0,16,321,145.98,2015,11,18,0.2123009340540486,140.78062575001672,1.0369324558850574,319,317
2438,2438,2439,CA-2015-164210,2015-11-18,2015-11-20,2,PW-19240,Pierre Wener,0,0,266,4,80027.0,3,OFF-PA-10002259,1,12,732,35.808,2015,11,18,0.1737733078621443,32.842253188313634,1.090302781440759,319,317
2439,2439,2440,CA-2018-139948,2018-07-17,2018-07-22,3,SW-20455,Shaun Weien,0,0,471,8,33614.0,2,FUR-FU-10002597,0,9,393,7.904,2018,7,17,0.2291335727106755,7.6299527012310495,1.0359172998182196,1291,1292
2440,2440,2441,CA-2017-146934,2017-05-22,2017-05-27,3,AF-10870,Art Ferguson,0,0,364,28,7055.0,1,TEC-PH-10004614,2,13,40,345.0,2017,5,22,0.0580521719085748,324.1379705459958,1.0643615723849416,870,871
2441,2441,2442,CA-2017-146934,2017-05-22,2017-05-27,3,AF-10870,Art Ferguson,0,0,364,28,7055.0,1,FUR-TA-10003748,0,16,317,174.286,2017,5,22,0.0570298284892955,188.38803256218577,0.9251436921422768,870,871
2442,2442,2443,CA-2017-146934,2017-05-22,2017-05-27,3,AF-10870,Art Ferguson,0,0,364,28,7055.0,1,OFF-AP-10003217,1,1,607,662.84,2017,5,22,0.1295569183385432,613.550402950025,1.0803350414456327,870,871
2443,2443,2444,CA-2017-146934,2017-05-22,2017-05-27,3,AF-10870,Art Ferguson,0,0,364,28,7055.0,1,TEC-AC-10002399,2,0,1398,95.1,2017,5,22,0.17924741014411,86.90363399815946,1.0943155726032598,870,871
2444,2444,2445,CA-2017-146934,2017-05-22,2017-05-27,3,AF-10870,Art Ferguson,0,0,364,28,7055.0,1,OFF-EN-10002973,1,7,140,26.88,2017,5,22,0.1632065184542447,25.593601838800407,1.050262490184144,870,871
2445,2445,2446,CA-2017-146934,2017-05-22,2017-05-27,3,AF-10870,Art Ferguson,0,0,364,28,7055.0,1,TEC-PH-10001336,2,13,524,257.98,2017,5,22,0.2825542928516269,266.37738024857225,0.9684756256678546,870,871
2446,2446,2447,CA-2016-100573,2016-09-25,2016-10-01,3,AM-10705,Anne McFarland,0,0,265,3,90004.0,3,OFF-EN-10000461,1,7,4,17.48,2016,9,25,0.241626662708933,16.405209180508308,1.065515215786989,631,633
2447,2447,2448,CA-2017-119165,2017-10-31,2017-11-06,3,BD-11320,Bill Donatelli,0,0,372,36,19143.0,1,FUR-CH-10000988,0,5,850,492.835,2017,10,31,0.1316109842370809,484.5059962860345,1.0171907133819007,1032,1034
2448,2448,2449,CA-2016-128027,2016-09-14,2016-09-17,2,CM-12385,Christopher Martinez,0,0,335,38,29406.0,2,OFF-ST-10001809,1,14,646,269.49,2016,9,14,0.1659253852602411,280.69248154131304,0.960089841096566,620,619
2449,2449,2450,CA-2017-140207,2017-11-05,2017-11-10,3,CS-12400,Christopher Schild,2,0,438,3,95123.0,3,OFF-BI-10003963,1,3,411,29.12,2017,11,5,0.2294161981924969,27.39029418714857,1.0631503189061402,1037,1038
2450,2450,2451,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,OFF-LA-10000081,1,10,204,18.75,2018,3,17,0.2594227952513997,19.34209568479953,0.9693882351505042,1169,1170
2451,2451,2452,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,TEC-PH-10000149,2,13,442,119.7,2018,3,17,0.1815205088118668,122.0214761843224,0.9809748557637866,1169,1170
2452,2452,2453,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,OFF-BI-10000605,1,3,75,9.144,2018,3,17,0.0734128799828495,9.411056042496398,0.9716231588367464,1169,1170
2453,2453,2454,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,TEC-AC-10002399,2,0,1398,57.06,2018,3,17,0.161318558492393,56.31309033716172,1.0132635175652114,1169,1170
2454,2454,2455,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,TEC-AC-10003038,2,0,959,71.6,2018,3,17,0.2160399895013705,77.98838824663143,0.918085392065948,1169,1170
2455,2455,2456,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,OFF-ST-10000344,1,14,1108,107.44,2018,3,17,0.2069508723304167,107.49662821051496,0.9994732094256568,1169,1170
2456,2456,2457,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,OFF-LA-10004093,1,10,193,7.31,2018,3,17,0.2773842267364632,6.953523904693364,1.0512655310016306,1169,1170
2457,2457,2458,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,OFF-AR-10001683,1,2,1030,59.1,2018,3,17,0.2961743145244408,60.85456523791525,0.971167894618002,1169,1170
2458,2458,2459,CA-2018-140949,2018-03-17,2018-03-22,2,DB-13405,Denny Blanton,0,0,327,30,10011.0,1,OFF-ST-10003455,1,14,1540,46.53,2018,3,17,0.0553926753622836,45.53597941724296,1.021829344520053,1169,1170
2459,2459,2460,CA-2018-138548,2018-08-15,2018-08-21,3,JG-15160,James Galang,0,0,376,28,7060.0,1,OFF-AP-10002578,1,1,652,97.84,2018,8,15,0.0643049049717665,95.9501031492242,1.019696663044089,1320,1322
2460,2460,2461,CA-2016-142419,2016-07-11,2016-07-13,2,SC-20380,Shahid Collister,0,0,450,45,98115.0,3,OFF-PA-10001763,1,12,1678,29.97,2016,7,11,0.0915281705746274,32.870142194864926,0.9117697094928298,555,553
2461,2461,2462,CA-2016-142419,2016-07-11,2016-07-13,2,SC-20380,Shahid Collister,0,0,450,45,98115.0,3,OFF-BI-10001597,1,3,1637,98.352,2016,7,11,0.1042864885085388,105.6625801795048,0.9308120228837377,555,553
2462,2462,2463,CA-2018-148691,2018-12-03,2018-12-09,3,CS-12460,Chuck Sachs,0,0,327,30,10009.0,1,OFF-BI-10001524,1,3,698,83.92,2018,12,3,0.0713013909701836,89.168747132177,0.9411369195936256,1430,1432
2463,2463,2464,CA-2018-148691,2018-12-03,2018-12-09,3,CS-12460,Chuck Sachs,0,0,327,30,10009.0,1,OFF-BI-10001553,1,3,1480,14.624,2018,12,3,0.2261072038810491,14.611410039497825,1.000861652671997,1430,1432
2464,2464,2465,CA-2018-148691,2018-12-03,2018-12-09,3,CS-12460,Chuck Sachs,0,0,327,30,10009.0,1,TEC-PH-10000576,2,13,37,136.99,2018,12,3,0.2595057004369569,134.22076378107005,1.0206319509807509,1430,1432
2465,2465,2466,CA-2018-148691,2018-12-03,2018-12-09,3,CS-12460,Chuck Sachs,0,0,327,30,10009.0,1,OFF-LA-10001317,1,10,231,3.15,2018,12,3,0.1937313033606796,3.160295148459887,0.996742345896109,1430,1432
2466,2466,2467,CA-2018-128755,2018-05-04,2018-05-08,3,MK-18160,Mike Kennedy,0,0,329,44,23602.0,2,OFF-PA-10000726,1,12,341,9.11,2018,5,4,0.2066453621779982,9.86333743511949,0.923622461456388,1217,1217
2467,2467,2468,CA-2018-128755,2018-05-04,2018-05-08,3,MK-18160,Mike Kennedy,0,0,329,44,23602.0,2,OFF-ST-10003306,1,14,978,571.44,2018,5,4,0.2477878020500142,602.5848929343787,0.9483145141878452,1217,1217
2468,2468,2469,CA-2018-128755,2018-05-04,2018-05-08,3,MK-18160,Mike Kennedy,0,0,329,44,23602.0,2,OFF-PA-10004983,1,12,1826,32.4,2018,5,4,0.240680127950583,30.41361052671297,1.0653125176158331,1217,1217
2469,2469,2470,CA-2018-128755,2018-05-04,2018-05-08,3,MK-18160,Mike Kennedy,0,0,329,44,23602.0,2,OFF-ST-10001291,1,14,1543,16.91,2018,5,4,0.1436743856548542,16.62075010958858,1.0174029384055627,1217,1217
2470,2470,2471,US-2017-135923,2017-01-22,2017-01-28,3,CM-11935,Carlos Meador,0,0,150,31,28314.0,2,FUR-FU-10002107,0,9,580,14.272,2017,1,22,0.2565127250982331,13.69636752908223,1.0420281121761297,750,752
2471,2471,2472,US-2017-135923,2017-01-22,2017-01-28,3,CM-11935,Carlos Meador,0,0,150,31,28314.0,2,FUR-BO-10002213,0,4,1427,451.136,2017,1,22,0.092378545538412,491.68305235741707,0.9175341672587438,750,752
2472,2472,2473,US-2017-135923,2017-01-22,2017-01-28,3,CM-11935,Carlos Meador,0,0,150,31,28314.0,2,OFF-AP-10000692,1,1,643,64.864,2017,1,22,0.2354830707373524,61.34758514023029,1.05731953184028,750,752
2473,2473,2474,CA-2017-114972,2017-11-03,2017-11-06,0,PF-19225,Phillip Flathmann,0,0,265,3,90032.0,3,FUR-CH-10001190,0,5,743,217.584,2017,11,3,0.1267765508816961,198.26307689789715,1.0974509394507828,1035,1034
2474,2474,2475,CA-2017-114972,2017-11-03,2017-11-06,0,PF-19225,Phillip Flathmann,0,0,265,3,90032.0,3,TEC-AC-10000682,2,0,952,82.95,2017,11,3,0.1483611269338109,78.86495426243008,1.0517979852492727,1035,1034
2475,2475,2476,CA-2017-114972,2017-11-03,2017-11-06,0,PF-19225,Phillip Flathmann,0,0,265,3,90032.0,3,OFF-LA-10004545,1,10,209,87.71,2017,11,3,0.2612827152545492,86.69447061437637,1.0117138887685326,1035,1034
2476,2476,2477,CA-2017-114972,2017-11-03,2017-11-06,0,PF-19225,Phillip Flathmann,0,0,265,3,90032.0,3,OFF-AP-10003057,1,1,857,1101.48,2017,11,3,0.0512650576141683,1142.0310560202338,0.9644921599929632,1035,1034
2477,2477,2478,CA-2018-102750,2018-09-04,2018-09-08,2,GM-14695,Greg Maxwell,1,0,265,3,90036.0,3,FUR-TA-10000198,0,16,425,1322.352,2018,9,4,0.2741976706722379,1391.898425462244,0.95003484148698,1340,1340
2478,2478,2479,CA-2015-145212,2015-09-13,2015-09-19,3,DC-12850,Dan Campbell,0,0,327,30,10011.0,1,OFF-AR-10002833,1,2,1128,5.46,2015,9,13,0.1902295994948371,5.21903187787164,1.0461710385694425,253,255
2479,2479,2480,CA-2018-141992,2018-06-19,2018-06-25,3,FO-14305,Frank Olsen,0,0,109,41,75220.0,0,OFF-SU-10002557,1,15,670,11.184,2018,6,19,0.2162861698122787,11.759379300271782,0.9510706062301704,1263,1265
2480,2480,2481,CA-2018-141992,2018-06-19,2018-06-25,3,FO-14305,Frank Olsen,0,0,109,41,75220.0,0,OFF-ST-10003656,1,14,1380,153.584,2018,6,19,0.0969229889439203,163.45682688340773,0.9395997886925216,1263,1265
2481,2481,2482,CA-2018-147956,2018-12-24,2018-12-31,3,AH-10210,Alan Hwang,0,0,450,45,98105.0,3,OFF-ST-10001097,1,14,1200,1003.62,2018,12,24,0.1020112195908009,1077.495981898348,0.9314373481298814,1451,1454
2482,2482,2483,CA-2018-126067,2018-08-28,2018-09-03,3,KN-16705,Kristina Nunn,2,0,450,45,98105.0,3,TEC-PH-10000912,2,13,148,35.168,2018,8,28,0.2077316193372275,32.290484873177334,1.0891134071886583,1333,1335
2483,2483,2484,CA-2018-126067,2018-08-28,2018-09-03,3,KN-16705,Kristina Nunn,2,0,450,45,98105.0,3,FUR-TA-10000617,0,16,852,1137.75,2018,8,28,0.1865281879615681,1042.807050943873,1.0910455572487658,1333,1335
2484,2484,2485,CA-2018-126067,2018-08-28,2018-09-03,3,KN-16705,Kristina Nunn,2,0,450,45,98105.0,3,OFF-BI-10001658,1,3,710,99.68,2018,8,28,0.1917210941900507,89.7409477957819,1.1107526992787708,1333,1335
2485,2485,2486,CA-2018-126067,2018-08-28,2018-09-03,3,KN-16705,Kristina Nunn,2,0,450,45,98105.0,3,OFF-AR-10003856,1,2,1152,5.56,2018,8,28,0.0867039198396779,5.70720797484308,0.974206656653838,1333,1335
2486,2486,2487,CA-2016-104514,2016-01-02,2016-01-04,2,CB-12535,Claudia Bergmann,1,0,328,6,19711.0,1,OFF-ST-10001837,1,14,1367,85.52,2016,1,2,0.1546333957661389,89.9003735380853,0.9512752465235352,364,362
2487,2487,2488,CA-2016-104514,2016-01-02,2016-01-04,2,CB-12535,Claudia Bergmann,1,0,328,6,19711.0,1,OFF-AR-10001473,1,2,1118,9.84,2016,1,2,0.2990510026185369,10.684210385056687,0.9209852338514946,364,362
2488,2488,2489,CA-2016-104514,2016-01-02,2016-01-04,2,CB-12535,Claudia Bergmann,1,0,328,6,19711.0,1,OFF-PA-10004285,1,12,1747,20.04,2016,1,2,0.2984325452513338,19.26081778793231,1.040454264229418,364,362
2489,2489,2490,CA-2016-141040,2016-10-09,2016-10-13,2,TB-21250,Tim Brockman,0,0,327,30,10024.0,1,TEC-PH-10001835,2,13,936,631.96,2016,10,9,0.132194375270253,666.2237810471629,0.948570162125844,645,645
2490,2490,2491,CA-2016-141040,2016-10-09,2016-10-13,2,TB-21250,Tim Brockman,0,0,327,30,10024.0,1,OFF-PA-10002245,1,12,1677,23.92,2016,10,9,0.2338393093972128,25.182185771603898,0.9498778309773582,645,645
2491,2491,2492,CA-2015-113579,2015-12-13,2015-12-15,2,KD-16345,Katherine Ducich,0,0,265,3,90049.0,3,OFF-PA-10001457,1,12,1618,90.24,2015,12,13,0.2858280911905765,87.18828804358817,1.0350013978355233,344,342
2492,2492,2493,CA-2015-144624,2015-11-19,2015-11-23,3,JM-15865,John Murray,0,0,217,30,14701.0,1,TEC-PH-10002885,2,13,155,4548.81,2015,11,19,0.2523510698640782,4845.845929248905,0.938702977026976,320,320
2493,2493,2494,CA-2017-146206,2017-09-10,2017-09-14,2,KT-16480,Kean Thornton,0,0,207,41,77095.0,0,FUR-TA-10004086,0,16,941,300.93,2017,9,10,0.083411729560761,298.809234933085,1.007097387961888,981,981
2494,2494,2495,CA-2017-146206,2017-09-10,2017-09-14,2,KT-16480,Kean Thornton,0,0,207,41,77095.0,0,TEC-PH-10000895,2,13,1289,719.96,2017,9,10,0.1732410313107516,734.6423726875477,0.9800142583202288,981,981
2495,2495,2496,CA-2015-136644,2015-06-16,2015-06-22,3,SC-20575,Sonia Cooley,0,0,300,12,46544.0,0,FUR-CH-10000225,0,5,752,647.84,2015,6,16,0.2051372677734156,702.24572582231,0.9225260847852048,164,166
2496,2496,2497,CA-2016-122371,2016-09-26,2016-10-01,3,BS-11800,Bryan Spruell,2,0,435,3,92037.0,3,OFF-ST-10002370,1,14,1465,64.17,2016,9,26,0.0928595910159806,58.905380628874575,1.0893741677741535,632,633
2497,2497,2498,CA-2016-122371,2016-09-26,2016-10-01,3,BS-11800,Bryan Spruell,2,0,435,3,92037.0,3,OFF-EN-10000056,1,7,395,124.46,2016,9,26,0.1710186867408662,124.89323682277764,0.996531142647921,632,633
2498,2498,2499,CA-2017-126935,2017-05-19,2017-05-24,3,BT-11395,Bill Tyler,1,0,436,3,94109.0,3,OFF-BI-10004817,1,3,693,9.584,2017,5,19,0.113378120546166,9.7729137063091,0.980669663931736,867,868
2499,2499,2500,US-2018-133781,2018-06-22,2018-06-23,0,DC-12850,Dan Campbell,0,0,293,8,33178.0,2,OFF-EN-10004483,1,7,3,37.608,2018,6,22,0.2332230309069465,35.45473086170194,1.0607329145071585,1266,1263
2500,2500,2501,CA-2018-131618,2018-06-17,2018-06-20,0,LS-17200,Luke Schmidt,1,0,455,11,60076.0,0,OFF-PA-10001892,1,12,1343,12.224,2018,6,17,0.2881107444585928,11.158273686266032,1.095509963610742,1261,1260
2501,2501,2502,CA-2018-131618,2018-06-17,2018-06-20,0,LS-17200,Luke Schmidt,1,0,455,11,60076.0,0,OFF-BI-10000546,1,3,236,2.304,2018,6,17,0.2568939777933774,2.311448868318082,0.9967774029440236,1261,1260
2502,2502,2503,CA-2018-131618,2018-06-17,2018-06-20,0,LS-17200,Luke Schmidt,1,0,455,11,60076.0,0,OFF-BI-10001294,1,3,637,9.36,2018,6,17,0.2557360043816721,8.524553098311273,1.098004774215581,1261,1260
2503,2503,2504,CA-2017-149482,2017-11-14,2017-11-19,3,RR-19315,Ralph Ritter,0,0,436,3,94110.0,3,OFF-LA-10000248,1,10,230,7.38,2017,11,14,0.2498218519115894,7.588349057567773,0.9725435590815384,1046,1047
2504,2504,2505,CA-2015-143917,2015-07-25,2015-07-27,2,KL-16645,Ken Lonsdale,0,0,436,3,94122.0,3,OFF-ST-10001228,1,14,650,53.72,2015,7,25,0.2638770831027853,53.904783653307454,0.9965720360831812,203,201
2505,2505,2506,CA-2015-143917,2015-07-25,2015-07-27,2,KL-16645,Ken Lonsdale,0,0,436,3,94122.0,3,OFF-SU-10000151,1,15,812,8187.65,2015,7,25,0.1310538979847373,8428.039932433787,0.9714773619535556,203,201
2506,2506,2507,CA-2015-143917,2015-07-25,2015-07-27,2,KL-16645,Ken Lonsdale,0,0,436,3,94122.0,3,FUR-FU-10004351,0,9,1496,77.92,2015,7,25,0.1535952648690655,70.72909561443238,1.1016682642850066,203,201
2507,2507,2508,CA-2016-120397,2016-07-02,2016-07-02,1,RB-19435,Richard Bierner,0,0,207,41,77070.0,0,OFF-AP-10001293,1,1,298,32.784,2016,7,2,0.1341485565712579,29.66300800071439,1.1052149532242463,546,542
